37203063,age,dependents_count,mpesa_monthly_transactions,utility_payment_timeliness,farm_size_acres,soil_quality_index,farming_years,past_crop_performance_index,rainfall_forecast_next_90d,historical_drought_risk,cooperative_member,mobile_advisory_usage,loan_default_past,has_insurance_before,willing_to_subscribe_insurance,yield_per_acre,income_stability,climate_risk_score,farmer_id_F0001,farmer_id_F0002,farmer_id_F0003,farmer_id_F0004,farmer_id_F0005,farmer_id_F0006,farmer_id_F0007,farmer_id_F0008,farmer_id_F0009,farmer_id_F0010,farmer_id_F0011,farmer_id_F0012,farmer_id_F0013,farmer_id_F0014,farmer_id_F0015,farmer_id_F0016,farmer_id_F0017,farmer_id_F0018,farmer_id_F0019,farmer_id_F0020,phone_number__170_850_1178x888,phone_number__308_138_1827,phone_number__313_335_3121x82034,phone_number__1_437_579_8111x468,phone_number__1_590_768_2353x7614,phone_number__1_691_272_7095,phone_number__1_793_212_3923x7660,phone_number__1_794_771_4863x22423,phone_number_001_264_721_2886x1002,phone_number_001_452_205_0829x08773,phone_number_004_279_3392x381,phone_number_1828227043,phone_number_378_905_0779,phone_number_381_199_0821,phone_number_422_357_3663x2683,phone_number_511_177_9965,phone_number_534_187_4647,phone_number_7518050030,phone_number_849_691_8499,region_Kiambu,region_Kisumu,region_Kitale,region_Narok,education_level_Secondary,education_level_Tertiary,gender_Male,marital_status_Single,marital_status_Widowed,household_income_sources___Livestock____Remittance__,household_income_sources___Livestock____Small_Business__,household_income_sources___None____Livestock__,household_income_sources___None____Remittance__,household_income_sources___None____Small_Business__,household_income_sources___Remittance____Livestock__,household_income_sources___Remittance____Small_Business__,household_income_sources___Small_Business____Livestock__,household_income_sources___Small_Business____Remittance__,employment_type_Full_time,employment_type_Self_employed,employment_type_Unemployed,crop_type_current_Kale,crop_type_current_Maize,crop_type_current_Sorghum,crop_type_current_Tomatoes,agroclimatic_zone_Embu_Z2,agroclimatic_zone_Embu_Z3,agroclimatic_zone_Kiambu_Z1,agroclimatic_zone_Kiambu_Z2,agroclimatic_zone_Kiambu_Z3,agroclimatic_zone_Kisumu_Z1,agroclimatic_zone_Kisumu_Z2,agroclimatic_zone_Kitale_Z1,agroclimatic_zone_Kitale_Z2,agroclimatic_zone_Kitale_Z3,agroclimatic_zone_Narok_Z1,agroclimatic_zone_Narok_Z2,input_use_history_Regular
1.2471926067117265,-0.48283420588128173,-0.09914164674175387,-1.0465169757090795,-0.7627597167440706,-0.9252938055368787,-0.4614214211972511,-0.08050436873136159,1.0935508017502222,2.0368078189084224,0.0516775086656653,False,True,True,False,False,-0.3690480905823777,0.009354215835313052,-0.2502096994601495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.3264035267111138,1.4937559608615805,1.1302424034251817,1.5990132706499405,1.0046851122535467,-0.9260529835570928,1.1107001308338447,-1.2516984214757974,1.0622984363958183,-1.2375279073822134,0.2582792669777181,False,True,False,True,False,-0.38036926708155083,0.02456576388485131,0.2499983884854401,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-1.452891740715806,1.2873843786823673,-1.0642002321801163,0.22469091006971317,-0.7711820701471724,-0.5738475254679032,-0.8774716674548066,1.4883136211419956,-0.8574997755003239,-0.7065167093596557,-1.9420706407877717,False,False,True,False,True,-0.8186885060816019,0.06842975358222454,0.5330228996056361,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.4450925032146674,-0.620811010997193,0.01801371418198313,0.25930054089296656,1.418786124940885,1.2340050798414794,-0.048719472308338556,-0.21486813131240043,-0.6412332948252513,-0.576274353947796,-0.4900646318925217,False,True,False,True,True,0.4334209706586157,0.02435941654381943,0.3772495991033481,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-1.3227697707804686,-0.8781690213273919,-1.0445881842970945,0.9623248778557592,-0.3718183803745702,-0.37659121507755045,-0.8789343902150976,0.8018121419266104,0.5074338166486567,-0.8538835438734831,-0.33351330955109376,False,True,True,False,True,-0.05315061820814241,0.09140740897930005,-0.2602328311201193,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-1.4501090125350258,0.41519765442500417,0.5317395367884763,-0.8101382234243144,-1.009637045609957,0.47192915492665427,-0.7839676329447708,-0.7020637503297287,-0.3594569374821361,-0.9420730247298811,-1.2492812185660502,True,True,False,True,False,0.13958524664940136,0.009175030235867208,0.2807145337826558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.3622375292636852,-1.1633328526945574,-1.576023348193965,-1.3744964860692301,1.5062214322270144,1.274328837124095,0.37411342524904023,0.7576482971881049,1.1715986679786627,0.9707417377142071,0.19468534244846944,False,True,True,False,False,2.0860057036686865,0.15973043221354832,0.01358488715314116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-1.3818712665722261,-0.4319974750751425,-1.0089994799506423,1.6073509375505861,-0.23763045868854435,-1.9044568756883347,-0.9175693469321745,-0.022054344889896018,-1.0301046278755572,-0.9017580477838737,1.320956959141432,False,True,True,True,True,-1.6139574844780904,0.10690392483389285,-1.0749447152763003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1.3096127512933675,-0.3372623659896363,-0.09293259487627681,1.6133785662040967,0.5923835053676932,-0.9682369107437839,0.6197804368412648,0.7908542526203575,-0.3122486640896704,1.725752836481062,-0.43532182444444445,False,True,True,True,False,-0.8727033210605509,0.04336044447158021,0.7717458769037439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.8486121263687365,-1.220461243962776,-0.06482700587460687,1.5607094975880458,0.569589279495524,-1.3694662269996116,-0.5165353799669439,-0.7394045485215115,1.2567886500306191,0.9099375285875098,-0.10695954147570748,True,True,True,True,False,-0.8142924318370256,0.04193721924250936,-0.17757815914329042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
